"member","variable","measure","h","logdens","crps","rmse"
"small_ss","cpi_inflation","q",2,-2.25045528899141,0.203237393424503,0.398379608297182
"small_ss","cpi_inflation","q",3,-6.07954483100943,0.23758630035928,0.459108993915623
"small_ss","cpi_inflation","q",4,-10.7334478587518,0.269114665187455,0.501737505372777
"small_ss","cpi_inflation","q",5,-13.7499029280835,0.294696618300195,0.531125330905543
"small_ss","cpi_inflation","q",6,-14.5344567240062,0.318346774793601,0.557206153208631
"small_ss","cpi_inflation","q",7,-15.7097042901045,0.338361697070282,0.580319723202381
"small_ss","cpi_inflation","q",8,-15.7790794089103,0.35597678617949,0.593860384726586
"small_ss","cpi_inflation","q",9,-13.4137970824745,0.366961822424645,0.605281638932893
"small_ss","cpi_inflation","ye",1,-0.352161964532311,0.171545273379443,0.332136868060516
"small_ss","cpi_inflation","ye",10,-28.9154503490704,1.47037428811785,2.30783023268908
"small_ss","cpi_inflation","ye",11,-25.8891950676584,1.49660726216173,2.31894466645961
"small_ss","cpi_inflation","ye",12,-21.2749475763372,1.50565990896055,2.3089072521254
"small_ss","cpi_inflation","ye",2,-2.4644807065129,0.355875481690717,0.697905217869666
"small_ss","cpi_inflation","ye",3,-7.38560723649469,0.58337684499891,1.12687805547278
"small_ss","cpi_inflation","ye",4,-14.4499878596444,0.849105668066342,1.58880142753808
"small_ss","cpi_inflation","ye",5,-26.4566800028964,0.996759840096521,1.79694435686748
"small_ss","cpi_inflation","ye",6,-31.9327319227149,1.12971615133784,1.95592012038448
"small_ss","cpi_inflation","ye",7,-36.5314727721633,1.24401725224521,2.08374665927769
"small_ss","cpi_inflation","ye",8,-38.9579826371316,1.34593574284514,2.18242698371865
"small_ss","cpi_inflation","ye",9,-33.3069511374162,1.42035621097478,2.25952336975976
"small_ss","gdp_growth","cum",10,-3.6725028244029,2.31786133717099,3.85544374672904
"small_ss","gdp_growth","cum",11,-3.42154601501406,2.29052999095299,3.8788564191397
"small_ss","gdp_growth","cum",12,-3.13192806160893,2.24020974533244,3.84488052853113
"small_ss","gdp_growth","cum",2,-19.5693684537953,1.02467773006181,2.17722855638674
"small_ss","gdp_growth","cum",3,-11.5971626757236,1.20421997787398,2.44162708999981
"small_ss","gdp_growth","cum",4,-7.83547844252548,1.37728297536317,2.59933867365944
"small_ss","gdp_growth","cum",5,-4.70343674914601,1.54802544027882,2.77780866964456
"small_ss","gdp_growth","cum",6,-5.16878849022882,1.84196025416801,3.19205458692589
"small_ss","gdp_growth","cum",7,-5.29901776621028,2.04001833777971,3.46021430283206
"small_ss","gdp_growth","cum",8,-6.59984503205505,2.16883137588347,3.68178105675874
"small_ss","gdp_growth","cum",9,-4.81012910044622,2.26491553617849,3.80653381167078
"small_ss","gdp_growth","q",1,-Inf,0.66439693723071,1.60267014158925
"small_ss","gdp_growth","q",10,-32.5518390576705,0.832612453573526,1.84495004851547
"small_ss","gdp_growth","q",11,-33.2457994732337,0.86154189405389,1.89571605068417
"small_ss","gdp_growth","q",12,-35.5609035635517,0.887583827895005,1.92193655614983
"small_ss","gdp_growth","q",2,-Inf,0.688995483658422,1.61956474317758
"small_ss","gdp_growth","q",3,-Inf,0.722531298304307,1.66374937099873
"small_ss","gdp_growth","q",4,-Inf,0.742603197129422,1.68429136368485
"small_ss","gdp_growth","q",5,-Inf,0.755832877871956,1.71179432310894
"small_ss","gdp_growth","q",6,-Inf,0.770078420531222,1.73481316830824
"small_ss","gdp_growth","q",7,-26.5181272608002,0.789169935420255,1.76752790773586
"small_ss","gdp_growth","q",8,-Inf,0.803741748223038,1.79713013777109
"small_ss","gdp_growth","q",9,-Inf,0.81071465396033,1.81280865445188
"small_ss","gdp_growth","ye",1,-Inf,0.66439693723071,1.60267014158925
"small_ss","gdp_growth","ye",10,-13.9328929623138,1.50761172815718,2.80502849744428
"small_ss","gdp_growth","ye",11,-8.50779889450863,1.49654158513257,2.82509793893211
"small_ss","gdp_growth","ye",12,-9.88441483173194,1.4988362616245,2.83645465281784
"small_ss","gdp_growth","ye",2,-19.5693684537953,1.02467773006181,2.17722855638674
"small_ss","gdp_growth","ye",3,-11.5971626757236,1.20421997787398,2.44162708999981
"small_ss","gdp_growth","ye",4,-7.83547844252548,1.37728297536317,2.59933867365944
"small_ss","gdp_growth","ye",5,-10.0071884620949,1.43266689874263,2.68932391494142
"small_ss","gdp_growth","ye",6,-10.3328881075174,1.4740629830729,2.73160450591736
"small_ss","gdp_growth","ye",7,-9.57317099814987,1.51035496222206,2.77488585381705
"small_ss","gdp_growth","ye",8,-13.080924837291,1.52452464753524,2.80047465201792
"small_ss","gdp_growth","ye",9,-11.8513139498137,1.5137271489454,2.81723528463557
"small_ss","unemp_rate","q",1,-4.84282730835825,0.146306391937311,0.336980705721392
"small_ss","unemp_rate","q",10,-2.78543630431999,0.708997418420807,1.2119997729322
"small_ss","unemp_rate","q",11,-2.35063315359897,0.729590804956383,1.2149344591472
"small_ss","unemp_rate","q",12,-2.09629003874806,0.746971275966742,1.22295532360307
"small_ss","unemp_rate","q",2,-4.41178997815952,0.28308312572867,0.561048435764462
"small_ss","unemp_rate","q",3,-3.17077238034609,0.411457652750786,0.752444004975557
"small_ss","unemp_rate","q",4,-2.15760950044784,0.499731907557787,0.890952556084851
"small_ss","unemp_rate","q",5,-2.66364895286511,0.561470185836445,1.00100344696317
"small_ss","unemp_rate","q",6,-2.99678461124654,0.614732933641465,1.08463268424983
"small_ss","unemp_rate","q",7,-3.47834239135995,0.661398666882507,1.171814542111
"small_ss","unemp_rate","q",8,-3.60613833135987,0.68812578843533,1.20502674142698
"small_ss","unemp_rate","q",9,-3.36590962135856,0.698371723874584,1.21296249655214
"small_sv","cash_rate","q",1,0.0546996899435362,0.115135497150844,0.256174770021375
"small_sv","cash_rate","q",10,-2.81325994452057,1.85802855799596,3.00636345480746
"small_sv","cash_rate","q",11,-2.85089285421669,2.00440100541611,3.24450166428705
"small_sv","cash_rate","q",12,-2.91121452971969,2.11064293984988,3.42500344166754
"small_sv","cash_rate","q",2,-0.479281114192485,0.224319348062419,0.460380881155735
"small_sv","cash_rate","q",3,-0.911704710723145,0.357122496254458,0.695036540104166
"small_sv","cash_rate","q",4,-1.3737653843435,0.533041336031871,0.978407273889458
"small_sv","cash_rate","q",5,-1.78605036603945,0.740918624422102,1.3008942983314
"small_sv","cash_rate","q",6,-2.10871356299323,0.965582267994115,1.64497274477551
"small_sv","cash_rate","q",7,-2.35872353478178,1.19226175602374,1.98273258906796
"small_sv","cash_rate","q",8,-2.55422424578404,1.42196614296999,2.32385529746723
"small_sv","cash_rate","q",9,-2.73769972703275,1.64726813166071,2.6781334662868
"small_sv","cpi_inflation","cum",10,-6.93919253474304,2.91883916157486,4.83035787305654
"small_sv","cpi_inflation","cum",11,-6.46329632482791,3.32920512921319,5.3729226925473
"small_sv","cpi_inflation","cum",12,-6.59018219640015,3.76059366197381,5.92871255474185
"small_sv","cpi_inflation","cum",2,-1.11954037567851,0.364995850026546,0.756010054790779
"small_sv","cpi_inflation","cum",3,-3.14777171868308,0.590908404753708,1.19446442164241
"small_sv","cpi_inflation","cum",4,-4.84232086047377,0.848559099708982,1.66293810550819
"small_sv","cpi_inflation","cum",5,-7.95336869509542,1.13469946760834,2.15741693359169
"small_sv","cpi_inflation","cum",6,-10.229252035093,1.43548957954256,2.6672781268036
"small_sv","cpi_inflation","cum",7,-9.32859381248155,1.7754627541548,3.19308897166689
"small_sv","cpi_inflation","cum",8,-8.4191090196337,2.12935817090766,3.72823859751774
"small_sv","cpi_inflation","cum",9,-6.86046300015865,2.50902089145271,4.27178943817735
"small_sv","cpi_inflation","q",1,-0.165487576560179,0.170129097546217,0.357398952719569
"small_sv","cpi_inflation","q",10,-1.58948522514633,0.383377839773951,0.661310191253706
"small_sv","cpi_inflation","q",11,-2.51343705355,0.394133708750361,0.650935310492322
"small_sv","cpi_inflation","q",12,-2.88029554586109,0.40665208807738,0.651154473255473
"small_sv","cpi_inflation","q",2,-0.677302820052003,0.211631459614499,0.428292896265396
"small_sv","cpi_inflation","q",3,-1.38566930906215,0.239699468891024,0.473048046364732
"small_sv","cpi_inflation","q",4,-2.014789997067,0.268898686229995,0.515717240220015
"small_sv","cpi_inflation","q",5,-3.67891488852638,0.290998045283839,0.553363134655135
"small_sv","cpi_inflation","q",6,-3.09311674288564,0.31237542895371,0.585017805654666
"small_sv","cpi_inflation","q",7,-1.42686892666783,0.337160356562964,0.611483557793591
"small_sv","cpi_inflation","q",8,-1.51283004041696,0.35566953659325,0.632109822262585
"small_sv","cpi_inflation","q",9,-1.46382086828707,0.374055362542114,0.648672422620792
"small_sv","cpi_inflation","ye",1,-0.165487576560179,0.170129097546217,0.357398952719569
"small_sv","cpi_inflation","ye",10,-5.15476593868367,1.47545119762657,2.49729105464769
"small_sv","cpi_inflation","ye",11,-2.95969967827694,1.52998935209996,2.53481628043016
"small_sv","cpi_inflation","ye",12,-4.05814161530883,1.57698832493181,2.55416102644716
"small_sv","cpi_inflation","ye",2,-1.1195403756785,0.364995850026546,0.756010054790779
"small_sv","cpi_inflation","ye",3,-3.14777171868308,0.590908404753708,1.19446442164241
"small_sv","cpi_inflation","ye",4,-4.84232086047377,0.848559099708982,1.66293810550819
"small_sv","cpi_inflation","ye",5,-8.82206870139566,0.986894851377077,1.86990967647631
"small_sv","cpi_inflation","ye",6,-8.43695728272535,1.09590546085014,2.03265939129466
"small_sv","cpi_inflation","ye",7,-6.19828362157438,1.20645948680939,2.17889962798999
"small_sv","cpi_inflation","ye",8,-5.52683278543365,1.30423105974749,2.30666238301475
"small_sv","cpi_inflation","ye",9,-4.37504838938317,1.39408567607712,2.40941663066049
"small_sv","gdp_growth","cum",10,-2.77134442542176,2.17212236657236,3.97409068063876
"small_sv","gdp_growth","cum",11,-2.82983688119171,2.1781299829717,3.85585709598499
"small_sv","gdp_growth","cum",12,-2.76726505684357,2.20556264362846,3.73883174022451
"small_sv","gdp_growth","cum",2,-18.2745224491985,0.961623218916676,2.22737040019698
"small_sv","gdp_growth","cum",3,-9.07977327347186,1.13667777209474,2.45340610343076
"small_sv","gdp_growth","cum",4,-4.99034327726764,1.2673989117172,2.55432693345001
"small_sv","gdp_growth","cum",5,-4.62070617976633,1.39575450879544,2.77515270095528
"small_sv","gdp_growth","cum",6,-4.17851884797246,1.62033715418053,3.21650877009533
"small_sv","gdp_growth","cum",7,-3.49989396682824,1.80270458998123,3.44274688538742
"small_sv","gdp_growth","cum",8,-3.31376711326976,1.95372639563019,3.71255881999581
"small_sv","gdp_growth","cum",9,-2.97777146058277,2.06829841251774,3.77556255481623
"small_sv","gdp_growth","q",1,-17.0317391446341,0.611487387726537,1.58284056397964
"small_sv","gdp_growth","q",10,-18.0250518761417,0.865786393311112,1.84909653664577
"small_sv","gdp_growth","q",11,-11.4725250212166,0.888105885414023,1.91333675553844
"small_sv","gdp_growth","q",12,-4.55014573392493,0.900917851613146,1.89301327387152
"small_sv","gdp_growth","q",2,-Inf,0.678131185846832,1.65470394425229
"small_sv","gdp_growth","q",3,-18.2612009674576,0.705685920772057,1.64738437545139
"small_sv","gdp_growth","q",4,-22.1402503322705,0.735389934460922,1.7003448995287
"small_sv","gdp_growth","q",5,-18.8702594950158,0.752875034914819,1.75527107101747
"small_sv","gdp_growth","q",6,-18.5257685795711,0.782492546836568,1.73692613408686
"small_sv","gdp_growth","q",7,-19.6793605184767,0.831265680675368,1.76901166227705
"small_sv","gdp_growth","q",8,-18.6178122925898,0.84975289684568,1.81238816065911
"small_sv","gdp_growth","q",9,-2.38708785034103,0.852224860741707,1.81516963778634
"small_sv","gdp_growth","ye",1,-17.0317391446341,0.611487387726537,1.58284056397964
"small_sv","gdp_growth","ye",10,-4.36659546730174,1.62350647546082,2.89501791142169
"small_sv","gdp_growth","ye",11,-3.08840386615985,1.5970409318128,2.84266287836136
"small_sv","gdp_growth","ye",12,-2.59104018625715,1.55875311113809,2.79331587286758
"small_sv","gdp_growth","ye",2,-18.2745224491985,0.961623218916676,2.22737040019698
"small_sv","gdp_growth","ye",3,-9.07977327347186,1.13667777209474,2.45340610343076
"small_sv","gdp_growth","ye",4,-4.99034327726764,1.2673989117172,2.55432693345001
"small_sv","gdp_growth","ye",5,-7.36198977078479,1.38671180859206,2.69075805967341
"small_sv","gdp_growth","ye",6,-6.14814113639425,1.42564819448515,2.72763621984412
"small_sv","gdp_growth","ye",7,-6.84244691668329,1.50131633884515,2.79754855455607
"small_sv","gdp_growth","ye",8,-7.71511730051638,1.5622111287426,2.92724251482253
"small_sv","gdp_growth","ye",9,-4.75512437453096,1.58082206589632,2.80592926014202
"small_sv","unemp_rate","q",1,-1.25713634494536,0.153649840826458,0.346281897758115
"small_sv","unemp_rate","q",10,-1.78820234839416,0.779097247266925,1.41551259564949
"small_sv","unemp_rate","q",11,-1.80331627389661,0.787234130233231,1.392919760206
"small_sv","unemp_rate","q",12,-1.77736970031565,0.78209575359353,1.3599132290877
"small_sv","unemp_rate","q",2,-2.2115958882409,0.28919423334727,0.584008664624591
"small_sv","unemp_rate","q",3,-1.75879821518753,0.414596917153509,0.789230167201673
"small_sv","unemp_rate","q",4,-1.35917307384554,0.50149133487512,0.946370811235351
"small_sv","unemp_rate","q",5,-1.71507917593093,0.578762836360144,1.09735099737512
"small_sv","unemp_rate","q",6,-1.91991311473292,0.649963856612493,1.2310099954808
"small_sv","unemp_rate","q",7,-1.82053770387329,0.712713860864721,1.34272917904276
"small_sv","unemp_rate","q",8,-1.77161725975406,0.757892460117413,1.39508908866204
"small_sv","unemp_rate","q",9,-1.7814245408875,0.769139494962435,1.39781541196207
"small_tight","cash_rate","q",1,-0.178360496677518,0.157167988200632,0.312788442654738
"small_tight","cash_rate","q",10,-2.98273463974058,1.64369279719094,2.7003954454415
"small_tight","cash_rate","q",11,-3.21298533712166,1.79733913143876,2.90027626645231
"small_tight","cash_rate","q",12,-3.25285350235216,1.93512352407579,3.07805003871229
"small_tight","cash_rate","q",2,-0.71345700201578,0.286557398594477,0.594525625423741
"small_tight","cash_rate","q",3,-1.10652170960373,0.434915438565076,0.893082727798808
"small_tight","cash_rate","q",4,-1.49560390828075,0.598242706023631,1.1899362949105
"small_tight","cash_rate","q",5,-1.72347714930333,0.765611147981919,1.47138547256256
"small_tight","cash_rate","q",6,-2.02574316727787,0.938224853218195,1.73915019101437
"small_tight","cash_rate","q",7,-2.37115189449483,1.11207554761864,1.99196029594191
"small_tight","cash_rate","q",8,-2.60220884865568,1.2864352876445,2.22984667001023
"small_tight","cash_rate","q",9,-2.76614249054588,1.47028044701669,2.46973307576969
"small_tight","cpi_inflation","cum",10,-50.3571337081198,3.03513519346735,4.63659603010356
"small_tight","cpi_inflation","cum",11,-50.0635401725499,3.46197767703319,5.12317614154832
"small_tight","cpi_inflation","cum",12,-49.7601772879605,3.91001153699755,5.61081229134379
"small_tight","cpi_inflation","cum",2,-5.23399545669969,0.411447396388601,0.825977682212827
"small_tight","cpi_inflation","cum",3,-11.9690906260346,0.655544246659944,1.27458135030684
"small_tight","cpi_inflation","cum",4,-24.4440464160545,0.924863836219483,1.73631998883202
"small_tight","cpi_inflation","cum",5,-35.3306242176595,1.21874890932757,2.20598383223423
"small_tight","cpi_inflation","cum",6,-43.5287595241815,1.53629134704793,2.68366507700564
"small_tight","cpi_inflation","cum",7,-48.4408236359891,1.87630247908398,3.16912338156436
"small_tight","cpi_inflation","cum",8,-50.4462906839676,2.24095302330664,3.65514380708282
"small_tight","cpi_inflation","cum",9,-50.7547552903754,2.62489343263166,4.14589400363491
"small_tight","cpi_inflation","q",1,-0.823843549053341,0.198003652923192,0.401836042070886
"small_tight","cpi_inflation","q",10,-14.7753409887582,0.370673767379683,0.605077244766751
"small_tight","cpi_inflation","q",11,-13.3583439856775,0.382015426265775,0.607946586551806
"small_tight","cpi_inflation","q",12,-13.0982378256525,0.394804252461764,0.611653882389055
"small_tight","cpi_inflation","q",2,-3.46419183214546,0.225787783423709,0.448457488004698
"small_tight","cpi_inflation","q",3,-8.562286164763,0.248446874179995,0.482403086671453
"small_tight","cpi_inflation","q",4,-13.7971730358317,0.271553782872547,0.508365720858991
"small_tight","cpi_inflation","q",5,-15.6371109123427,0.293049524710457,0.530289806927604
"small_tight","cpi_inflation","q",6,-13.8936455429629,0.311539109034191,0.549880410734175
"small_tight","cpi_inflation","q",7,-16.8605171539453,0.332482587057177,0.572480246038212
"small_tight","cpi_inflation","q",8,-18.8366008816454,0.350489583444119,0.585920402081998
"small_tight","cpi_inflation","q",9,-17.0922110294221,0.361035060956546,0.597770406966296
"small_tight","cpi_inflation","ye",1,-0.823843549053341,0.198003652923192,0.401836042070886
"small_tight","cpi_inflation","ye",10,-46.4255603418704,1.45722876551705,2.28548249946597
"small_tight","cpi_inflation","ye",11,-42.6460753289947,1.50978491732288,2.3242527686352
"small_tight","cpi_inflation","ye",12,-39.4911736469658,1.55716327536055,2.34838956224214
"small_tight","cpi_inflation","ye",2,-5.2339954566997,0.411447396388601,0.825977682212827
"small_tight","cpi_inflation","ye",3,-11.9690906260346,0.655544246659944,1.27458135030684
"small_tight","cpi_inflation","ye",4,-24.4440464160545,0.924863836219483,1.73631998883202
"small_tight","cpi_inflation","ye",5,-40.0701355680531,1.0363599758961,1.86972303909686
"small_tight","cpi_inflation","ye",6,-49.0816256453968,1.13635190638769,1.9770065617668
"small_tight","cpi_inflation","ye",7,-45.9130634101805,1.23245655493651,2.07161926271861
"small_tight","cpi_inflation","ye",8,-46.0194287642596,1.31596391972362,2.15374467670227
"small_tight","cpi_inflation","ye",9,-45.071701648465,1.39010723357841,2.2248040812002
"small_tight","gdp_growth","cum",10,-3.97497720592808,2.22968711748594,3.8370234860812
"small_tight","gdp_growth","cum",11,-3.45840128999503,2.21170439479945,3.85478333372969
"small_tight","gdp_growth","cum",12,-3.1352461768976,2.16489309060495,3.83014754512873
"small_tight","gdp_growth","cum",2,-16.2623610374604,1.04211866081265,2.21679309727442
"small_tight","gdp_growth","cum",3,-15.0210519463729,1.22085293573299,2.50167022345787
"small_tight","gdp_growth","cum",4,-9.38689184506985,1.36643777248109,2.62272011219994
"small_tight","gdp_growth","cum",5,-6.20780572200275,1.52840508483304,2.77242987280634
"small_tight","gdp_growth","cum",6,-6.67543223355942,1.81343894342593,3.20827794203976
"small_tight","gdp_growth","cum",7,-5.46464420430679,1.98147980498716,3.44810393509236
"small_tight","gdp_growth","cum",8,-5.5553748313638,2.10084941908933,3.65396473585845
"small_tight","gdp_growth","cum",9,-4.20254452687769,2.18710609293948,3.76674747957531
"small_tight","gdp_growth","q",1,-Inf,0.681978046014269,1.61387659796328
"small_tight","gdp_growth","q",10,-Inf,0.836543758562086,1.84834556530712
"small_tight","gdp_growth","q",11,-Inf,0.856553211974722,1.88614624376547
"small_tight","gdp_growth","q",12,-32.0977845519952,0.878171561409587,1.90656629666325
"small_tight","gdp_growth","q",2,-Inf,0.702043531814048,1.63252830777437
"small_tight","gdp_growth","q",3,-Inf,0.720016720714964,1.66121953626836
"small_tight","gdp_growth","q",4,-25.2279155751434,0.742902414173865,1.68651384318814
"small_tight","gdp_growth","q",5,-Inf,0.749190997919974,1.70632846062989
"small_tight","gdp_growth","q",6,-Inf,0.765733759974247,1.74777081704124
"small_tight","gdp_growth","q",7,-26.4819429198157,0.784489422571144,1.76269693257204
"small_tight","gdp_growth","q",8,-Inf,0.794416200735914,1.7842756880298
"small_tight","gdp_growth","q",9,-Inf,0.814273972476484,1.81245143339993
"small_tight","gdp_growth","ye",1,-Inf,0.681978046014269,1.61387659796328
"small_tight","gdp_growth","ye",10,-11.7210891587758,1.49232143646879,2.79749451726419
"small_tight","gdp_growth","ye",11,-11.5039572859677,1.49077090666229,2.81547418609153
"small_tight","gdp_growth","ye",12,-11.4861842138577,1.49925641529282,2.8348292697544
"small_tight","gdp_growth","ye",2,-16.2623610374604,1.04211866081265,2.21679309727442
"small_tight","gdp_growth","ye",3,-15.0210519463729,1.22085293573299,2.50167022345787
"small_tight","gdp_growth","ye",4,-9.38689184506985,1.36643777248109,2.62272011219994
"small_tight","gdp_growth","ye",5,-10.8053911384104,1.40267819752373,2.6528233863305
"small_tight","gdp_growth","ye",6,-9.95791009223957,1.43361304255105,2.70194526519629
"small_tight","gdp_growth","ye",7,-9.77690873713671,1.45694492990519,2.72618737789985
"small_tight","gdp_growth","ye",8,-11.4681094212833,1.47594931693784,2.76150504042324
"small_tight","gdp_growth","ye",9,-9.05301975674423,1.48924752699483,2.79573895398004
"small_tight","unemp_rate","q",1,-4.82597375783185,0.158386994409168,0.361640721419571
"small_tight","unemp_rate","q",10,-2.39458639886344,0.811543575094407,1.37399264285174
"small_tight","unemp_rate","q",11,-2.25432867064178,0.816527979590085,1.37427951194886
"small_tight","unemp_rate","q",12,-2.0165569566022,0.811331525562076,1.37096381285673
"small_tight","unemp_rate","q",2,-4.28878431884223,0.306503275943159,0.601705239244292
"small_tight","unemp_rate","q",3,-3.16264500040571,0.451624218094067,0.806401292424905
"small_tight","unemp_rate","q",4,-3.36991232136516,0.549457630057545,0.953369885032106
"small_tight","unemp_rate","q",5,-3.77675715920814,0.621181647310295,1.08294182006997
"small_tight","unemp_rate","q",6,-3.48406120284956,0.683350964263729,1.19420459862711
"small_tight","unemp_rate","q",7,-3.34702607341576,0.74308303606275,1.30409220202306
"small_tight","unemp_rate","q",8,-3.14666239357542,0.778855057192856,1.35130683944459
"small_tight","unemp_rate","q",9,-2.87657761488986,0.797542407192587,1.36909412664019
"ucmean","cash_rate","q",1,-2.53153543303203,1.56296659300968,2.57588279897816
"ucmean","cash_rate","q",10,-2.82127025471338,1.65994387671688,2.66171439309862
"ucmean","cash_rate","q",11,-2.76510474649647,1.6190563500868,2.64226966743788
"ucmean","cash_rate","q",12,-2.94874206995323,1.61539678210737,2.6349686275592
"ucmean","cash_rate","q",2,-2.55481328022716,1.58697905764313,2.59392107398599
"ucmean","cash_rate","q",3,-2.63595897160571,1.63903400908996,2.63917147710025
"ucmean","cash_rate","q",4,-2.70656901516898,1.65365490724436,2.65762976487275
"ucmean","cash_rate","q",5,-2.74831017064551,1.64716346589896,2.61232599758632
"ucmean","cash_rate","q",6,-2.79262690393752,1.67156697863396,2.65145990046305
"ucmean","cash_rate","q",7,-2.80292994920155,1.65012602696535,2.61728059093352
"ucmean","cash_rate","q",8,-2.77427279179986,1.6710404647353,2.64889537290832
"ucmean","cash_rate","q",9,-2.83421300093253,1.66204494670865,2.64653286565696
"ucmean","cpi_inflation","cum",10,-20.1688967875132,2.85682773343402,3.7134345578179
"ucmean","cpi_inflation","cum",11,-26.0222612223555,3.14395400771662,4.0024209534563
"ucmean","cpi_inflation","cum",12,-29.5214956713956,3.40535300269697,4.26859914261237
"ucmean","cpi_inflation","cum",2,-1.80399726114607,0.49845972420188,0.853109051620204
"ucmean","cpi_inflation","cum",3,-3.67785243936619,0.779883247168284,1.25979716624109
"ucmean","cpi_inflation","cum",4,-5.95524653802322,1.05618996889988,1.64755380516262
"ucmean","cpi_inflation","cum",5,-7.79809873691989,1.34307672359828,2.02407312228093
"ucmean","cpi_inflation","cum",6,-8.96823901238649,1.64311665819286,2.38937151742587
"ucmean","cpi_inflation","cum",7,-10.8083212863058,1.95792966007663,2.74570574580936
"ucmean","cpi_inflation","cum",8,-14.0393960623119,2.26901435067077,3.08427364592395
"ucmean","cpi_inflation","cum",9,-16.6181072947678,2.56560726949947,3.40960627477532
"ucmean","cpi_inflation","q",1,-0.44603349377764,0.22988792760431,0.433860949915299
"ucmean","cpi_inflation","q",10,-4.53050779212921,0.298885326460288,0.492990110072787
"ucmean","cpi_inflation","q",11,-4.42814558575348,0.304630021763062,0.499794731134122
"ucmean","cpi_inflation","q",12,-6.43731199673097,0.31166273351706,0.506552514998722
"ucmean","cpi_inflation","q",2,-0.60795852589088,0.24594470056122,0.444210778617282
"ucmean","cpi_inflation","q",3,-0.71386830298255,0.247012722726045,0.447785343610094
"ucmean","cpi_inflation","q",4,-0.918865616501667,0.249506469785861,0.448790658682503
"ucmean","cpi_inflation","q",5,-1.24959178080525,0.26104714603836,0.458025968028181
"ucmean","cpi_inflation","q",6,-1.29644980000668,0.270295986922025,0.468561121554907
"ucmean","cpi_inflation","q",7,-1.93951576080215,0.278900040337713,0.4757010340337
"ucmean","cpi_inflation","q",8,-3.35824290099479,0.285734474849538,0.480259851429374
"ucmean","cpi_inflation","q",9,-4.78531570799302,0.292253593582899,0.486281954763588
"ucmean","cpi_inflation","ye",1,-0.44603349377764,0.22988792760431,0.433860949915299
"ucmean","cpi_inflation","ye",10,-28.9398469490644,1.24206500804323,1.8032919340812
"ucmean","cpi_inflation","ye",11,-30.5097973410253,1.26914598462882,1.82452218370729
"ucmean","cpi_inflation","ye",12,-37.0504800409591,1.28932029193767,1.84607153181122
"ucmean","cpi_inflation","ye",2,-1.80399726114607,0.49845972420188,0.853109051620204
"ucmean","cpi_inflation","ye",3,-3.67785243936619,0.779883247168284,1.25979716624109
"ucmean","cpi_inflation","ye",4,-5.95524653802322,1.05618996889988,1.64755380516262
"ucmean","cpi_inflation","ye",5,-6.51489003160074,1.08087013497411,1.66731711277979
"ucmean","cpi_inflation","ye",6,-8.0081080832473,1.11247324740097,1.69120097852046
"ucmean","cpi_inflation","ye",7,-11.0984165506557,1.14469191946492,1.72005802969035
"ucmean","cpi_inflation","ye",8,-14.2858860712667,1.18358196710884,1.7512206794513
"ucmean","cpi_inflation","ye",9,-25.0222012425812,1.21371169358845,1.78070520887876
"ucmean","gdp_growth","cum",10,-8.47861993374283,2.51331877202138,3.96922282332008
"ucmean","gdp_growth","cum",11,-7.9471144903354,2.59400384267587,4.08108839064598
"ucmean","gdp_growth","cum",12,-6.68024040470404,2.66162862576753,4.1518114610867
"ucmean","gdp_growth","cum",2,-23.8580719061148,1.05585118146586,2.22810407049361
"ucmean","gdp_growth","cum",3,-21.1804713488578,1.26746643451977,2.51306901583645
"ucmean","gdp_growth","cum",4,-12.9413299345027,1.37978106214172,2.63408786503786
"ucmean","gdp_growth","cum",5,-8.9275693458457,1.57813234259544,2.79389788405352
"ucmean","gdp_growth","cum",6,-11.5410678475991,1.93070580582013,3.21967345199594
"ucmean","gdp_growth","cum",7,-10.1479412853932,2.11947364804992,3.46436601839566
"ucmean","gdp_growth","cum",8,-8.30285013737175,2.27345943061229,3.68462305238877
"ucmean","gdp_growth","cum",9,-8.44399420655014,2.3970857595843,3.84379942864755
"ucmean","gdp_growth","q",1,-Inf,0.680037741733278,1.61899041614888
"ucmean","gdp_growth","q",10,-Inf,0.855538733290566,1.86356922702668
"ucmean","gdp_growth","q",11,-Inf,0.878465589369626,1.89067239030371
"ucmean","gdp_growth","q",12,-Inf,0.90789239365526,1.92857064979772
"ucmean","gdp_growth","q",2,-Inf,0.703466972423206,1.63874313946524
"ucmean","gdp_growth","q",3,-Inf,0.711306654989432,1.66524961654827
"ucmean","gdp_growth","q",4,-Inf,0.732087973426467,1.68427787388567
"ucmean","gdp_growth","q",5,-Inf,0.759991453191455,1.71400914768332
"ucmean","gdp_growth","q",6,-Inf,0.772092440698381,1.74022961703008
"ucmean","gdp_growth","q",7,-Inf,0.789867095695177,1.76676157331199
"ucmean","gdp_growth","q",8,-Inf,0.816452507953824,1.80054265283644
"ucmean","gdp_growth","q",9,-Inf,0.822586253587614,1.82363376247778
"ucmean","gdp_growth","ye",1,-Inf,0.680037741733278,1.61899041614888
"ucmean","gdp_growth","ye",10,-14.3353532243564,1.58270775700265,2.87832220258135
"ucmean","gdp_growth","ye",11,-15.8882662735102,1.62737757175074,2.93123272094753
"ucmean","gdp_growth","ye",12,-20.640176784327,1.67209106646055,2.98607182147573
"ucmean","gdp_growth","ye",2,-23.8580719061148,1.05585118146586,2.22810407049361
